Query_ID	day	month	query
389420	18	mar.	Cust wishes to be contqcted to resolve a charge on there acc they say thet didnt auth, they stated to of cancelled there entry---
389421	18	mar.	Oth advised that contacted us on the 18/02/2003.oht has trying to get junction relocated and was advised to contact horizon service provider for this.oth was also advised that there would be no chrage for this.oth has contacted his provider and they have informed him that there will be a ffs.oth not happy that he was wrongly informed.please contact oth.
389423	18	mar.	Customer is upset that she has to pay outgoing costs on her mobile phone.customer states since the cable to her property was cut by someone else it has nothing to do with her so why should she have to bear the cost of the outgoing calls from her mobile for a bussines phone.
389424	18	mar.	Letter received from mrs bob claiming that she has received a telsta bill with a $12.83 charge fee from 26/02/03-28/02/03.cust claims requested her plan be changed from the $35 to the $10 plan once her contract expired on the 28/02/03.please investigate
389426	18	mar.	Customer has had on going network problems were he lives. Customer advises that he complained 12 months ago and was advised the more people complain the more of a chance there is of the network being upgraded. This has not happened and there are no plans for upgrade. Customer wants the network improved.
389431	18	mar.	Representative advised that for the three days that her company business fax/modem line has been unworkable she is losing hundreds of dollars an hour because she is unable to receive any faxes. Also unable to connect to emails which is severly disrupting the capabilities of her business. Representative has lodged fault record #s991514. Please call representatitive back on
389434	18	mar.	Customer has silent line and asked for her details not to be given out to any 3rd party (telemarketers). A telemarketing company has called her and advised they got her number from ASTROCOMM (although they were looking for someone with a different name). Customer needs to make sure she is not contacted by telemarketing companies and more importantly that her details are not given out.
389435	18	mar.	Mr bobs rang as he was unable to access idd to call his daughter in laos this morning. Customer advised that he rang in February and requested an astronet access kit but did not request any changes to his network access. Customer has requested that this matter is raised with the sales professional he was speaking to as he is quite upset that he was unable to contact his daughter when he needed to.
389438	18	mar.	Customer is not satified with the service she has been receiving from ASTROCOMM, over the last 2 months she has had 10 telephone lines go down at least 2 or 3 times each. This is affecting the business.
389441	18	mar.	Customer has got 1900 calls made from her computer, does admit her husband looks at these sites, however, on the date these calls were made she was having trouble accessing internet. Internet provider has confirmed have sent her a copy of local calls which were made at the same time to the internet provider. Customer is going to get the provider to supply information indicating that they were unable to connect her at the time the calls were made.
389443	18	mar.	Cust complaint re cls charged to internet line 0992899295. Calls charged include both 13 and mobile numbers. Cust states that noone wld have plugged a phone into this line, and wants to know how these calls were made.
389444	18	mar.	Entered on the behalf of john ward, tcsc consultant 995 (team manager is bev surname9)refer: s99699 was reported out of order 6.3.03. Still not fixed 17.3.03 and sst advise due to be completed by 20.3.03. Customer is seeking service guarantee.
389445	18	mar.	Cust has had new lead in cable installed thru reticulation pipe. Cus/landlord to property feel that this was not appropriate installtion.
389446	18	mar.	Customer unhappy that ASTROCOMM workers left a large dug hole around a power line the hole has been there for nearly 4 weeks, children walk past there every morning and afternoon and it is dangerous to these children as they could climb over it.
389448	18	mar.	Customer needs to have the default listing be removed
389451	18	mar.	Mr bobhews tried to connect a phone with ASTROCOMM but this was denied due to an oustanding debt for analogue mobile 019993 from 1996. Mr bob states he paid up all that was owing to feb 1, 1996 but has been told it was disconnected in May 96. He believed the number had been taken over by new owner of business he sold back then. He cannot understand why he has not been contacted re this debt in 7 years.
389454	18	mar.	TIA level 1 referral:cust rung ASTROSERVE via TIA said he was charged a reverse charge call from west samoa on his March 2003 bill. Cust said he lives alone and no one was at premises at that time. Cust also said that he does not know anyone overseas. Cust said wants the reverse charge removed from his bill.cust said was also told by a ASTROCOMM fault tech to ring the fault tech mob number 0419xxxxxx so could get hold of the fault tech. Cust has also been charged for contacting the fault tech. Cust said was never advised that he will be charged for contacting the fault tech mob as cust had a landline fault during that time. Cust said wants the 3 mob calls taken off from the same bill.
389456	18	mar.	Alisa needs to lodge a complaint in regards to getting her service connected at gaven. She was advised that connection would happen on 14/03/03 after order was delayed for infrastructure. She was advised that the appt time was 12-16. At 4.20 she rang belinda from the ccentre to see what was happening as tech had not turned up and belinda made some investigations and was advised that tech would call alisa by 5pm to advised whether he could make it or not. At 5.10pm alisa had not had a call so rang belinda back to advised she had heard nothing. Belinda then put her through to a lady in the wmc who was very short with her but did arrange for technician to go out on Saturday 15/03/0992-16 again. She then asked if she could lodge a complaint in regards to this and was put through once more to a daniel who said that he would lodge a complaint for her. This did not transpire as no complaints are in the system for alisa. On the Saturday a tech then arrived at 7am to alisas total surprise and was inconvienced by not being told the correct time. This total lack of communication and customer service on the part of the technician and the wmc is basis for this complaint being lodged.
389457	18	mar.	Cust has clicking on line - possible electric fence - unable to log onto astronet - iap unable to assist - cust user name dal @astronet.com.cato logged to arrange for molds and edl testing of line.clare rich csm ASTROCOMM 0999299102
389461	18	mar.	Belinda cld reg call recieved from a ASTROCOMM cons n 99/99/99 regarding sales. Consultant refused to discuss with belinda although belinda assured her she was a n auth rep. Consultant inferred that customer was not truthful. Belinda was very upset and wanted t o register formal complaint and make sure she wou ld not be contacted by any further outbound centr es reg sales - amiller
389463	18	mar.	Cust ringing complaining about excess usage for March 2003, not billed yet, tech support have advised has been connected, no firewalls, cust aware of shared files, says computer not on on that day.
389465	18	mar.	Cust has rung the office of the ceo, dr s, and stated that he is extremely unhappy with ASTROCOMM astronet services. Cust has cable service - user name - gbob@astronet.com.au , and states that since December 2002, he has had several outages. Cust states that most recently the cable service was down on Thursday - 1303 and Friday 1403, and has been down again today - 993. Cust states that he has had techs out to his premises before, who have advised him that the problems are not due to his equipment or the infrastructure, but the software and software changes. Cust claims that a couple months ago he received a letter from ASTROCOMM astronet services, that stated he would be given reimbursement of 20% due to the problems experienced, and claims that this in itself is acknowledgment that there is a major problem and believes that if he received this letter from ASTROCOMM, so did thousands of customers. Cust requests immediate investigation and permanent rectification.
389468	18	mar.	Customer recieved a sms messaging about international roaming. Customer is not happy with the timing of the message sent.
389470	18	mar.	Cust disputes jan usage on feb bill. No file shareing or music downloaded. Does use bp email address but not usage meter. Computer is left on. Has nortons anti virus. Does have his old dial up emails fwd to DSL email. Bruce is only user. Does some emails and searches the web. Kay surname49
389471	18	mar.	Chris rang to say that he is very angry about the isdn service because it is always out of service several people have been to try and fix the ongoing problem buut it,s not getting any better and this is effecting his business.
389473	18	mar.	Cust has had there wp entry deleted from the book & are now claiming loss of business please call cust to discuss(steb=ven sims) be carefull he is very upset
389474	18	mar.	Mrs bob advised she wants reimbursement for line and service rental for her service, the servce was transferred on the 20//02/2003, but had no working service until 13/03/2003 when a fault tech arrived, fault was reported on the 12/03/2003
389478	18	mar.	Diverted calls , overide code not used horizon charged these calls
389479	18	mar.	Customer advised that a ASTROCOMM worker entered his front yard on 15/3/03 which is all fenced off looking for a pit. The woker let customers 2 pups out as he left gate open and trampled seedlings and vegies in cust garden. Customer was sleep inside at the time and didnt even know worker was there. The worker wasnt there for customers phone service. Worker didnt introduce himself when customer did wake up. Customer only found out information from worker by asking questions
389481	18	mar.	Correspondence recieved from the TIA level 993/991-1 about obtaining DSL service at the address i planned to move on 19 feb 2003 to his current address.he was told iniTIAlly that it would be possible to have an DSL connection at the said address. He needs to start using the service at his then current addres as there would be no problems with transferring the service at a later date for a fee of $55.00 he couldnt see any reason why he shouldnt install the DSL services at that address and using it, he agreed and used the service until 19 feb 2003. On the 21 feb he organise to transfer of the service to the new address. He spoke with various people and they ran a test of the phone line and the confirmed that he was able to have DSL at the new address and told him that once the line had the applicable code put on it, he would be able to use. And would recieve a charge of $55.00. The following mon or Tuesday the DSL is still not connected and he phoned ASTROCOMM again. And he was told that it will take four days to the service to be connected, he spoke with various people. He spoke with another consultant only to be told that the line could not accept DSL and when he requested a supervisor was told no one was available to speak to him.mr bobinson understand that he might not be able to transfer his DSL to his new address and under normal circumstances would be breaking his contract with ASTROCOMM.,but the issue is that he was specifically told that he could have DSL ad this address by so many people, and the reason he entered into contract was to have the DSL as this address. He doesnt believe taht he should have to pay early cancellation fees when it was clear that he was iniTIAlly lied to. He needs to know whether he can have DSL at his present address and if not he does not wish to pay ongoing charges for service they promised but can not provide.
389482	18	mar.	Cust said he was told that if he returned all services to ASTROCOMM that he would get a 5% discount off the total (calls and s&e) bill. Cust is dissatisfied that he now learns that he only recieves a 5% disc off eligible calls and some of his lines (those on blp) do not attract a further discount. Cust beleives he was given false information to convince him to come back to ASTROCOMM and needs to lodge a formal complaint about it. The customer says that if he cannot have the 5% discount applied to his total bill as an on-going concern then he needs his services reverted back to how they were before (ie being billed through aaphone).
389485	18	mar.	Cust not happy with the fact that still has fault on line! Has been an ongoing fault for a long time and cust has spoken to many people who have advised customer that she would be getting a call back to let her know what was happening! Cust hasnt had any calls back! Cust upset with how long it has taken to fix fault and how long lack of communication!
389486	18	mar.	Mr bob advised pit had been bkn barricade has been put around pit. Mr bob needs to know when will be fixed as wires exposed. If it rains possibly have faults on line. 
389487	18	mar.	Cust has clicking noise on line due to an electric fence in the area. Cust wants this problem resolved as it is not only him. Sick of having his line interfeared with.
389488	18	mar.	Cust been on phone for 4 hrs trying to get the phone conn as amount has been paid. Spoken to numberous people in all areas. Advised conn been auth by stm for cmlo and monthly billing but unable to get con until morning. Cust wanting it asap escalated to stm who advised first thing in the morning.cust upset offered to lodge a comlaint on her behalf due to bad customer service she had received she also advised would do the same.
389489	18	mar.	Customer needs to complain that he waisted half a day of work waiting for a linesman to attend. Customer called to check whether linesman would be attending and was told someone would call him back. Customer stayed as late as he could but could not wait any longer staying after the required appointment time of 12:00pm. Linesman attended an one hour after agreed appointment time. Customer is not satisfied that they now have to take more time off work to wait for another appointment. Customer is not available until next week and this means a week where they have no service. Customer is concerned about this as they live alone and do not feel it is safe to be without a phone. Customer needs some form of compensation for the time lost at work and a refund on his line rental.
389491	18	mar.	Making a general complaint about service received when ringing directory assistance. Call made 17/3/2bob@ 2.30pm (approx), consultant was very rude, did not let the customer spell the name and area she was trying to locate, and hung up. Customer had the same problem today 18/3/2003 where the consultant again hung up on her. Unfortunately did not get consultants name, but needs this situation be brought to the attention of a manager in this area. Informed customer, we would not be able to respond directly to her about this complaint stephanie surname19
389493	18	mar.	Cust has extensive list of wp charges that need to be investigated & resolved
389499	18	mar.	Bp astronet acc#9961.prev cato compl # 9982. This complaint to be reopened as cust not happy and wont accept resolution (closed May 02).mr advised will not pay $500 on his acc as he had to pay an outside computer tech that much to get his networked serv running again after a ASTROCOMM tech crashed it when fixing the b/band service.i tried to check with cust if he called ASTROCOMM at time of problem(over 12mths ago)as we may have been able to fix it.he advised did call but was late at night and needed system fixed immediatley for business purposes,so had computer tech work on it instead.i tried to advised cust that resolution from May 02 indicates he chose to use computer tech,so no rebate.mr advised that was so long ago we can say what we like but he is not paying for it,if the $500 is not rebated he will go to tio, and also charge ASTROCOMM for his time and loss of business.and does not have a problem not paying at all, cancelling serv altogether and using another isp. Melissa surname999
389504	18	mar.	Complaint capture form on behalf of another consultant.s99302customer not happy that ASTROCOMM takes so long to fix a cable cut. Especially when they are a travel centre with only one incoming line. Customer said not good enough for a large corparation such as ASTROCOMM. They only have mobile to ring out.
389505	18	mar.	Joseph rang to complain about amount of time spent on call to report data problem on internet. Cust had call consectutively for 5 days to report fault. He was calling from ASTROCOMM mobile but was pre-paid. He has spent his $7.30. Credit. He states that consultant advised was free call from ASTROCOMM mobile there was no mention of having to be pre-paid or contracted. Cust has contracted mobile and would have called from there if he had known. Pre-paid was in hiouse when called so only phone he used. Cust feels should be compensated as was not told had to be contracted mobile only needed to be with ASTROCOMM.
389507	18	mar.	Mobiile 0419xxxxxx ongoing problems and not happy about outgoing mobile costs
389508	18	mar.	Mr bobou has advised that he has called ASTROCOMM twice to have a pit raised on his property. ASTROCOMM have placed a barricade around the pit but still nothing has been done. He was told a month ago that it would be done one week later. He is getting sick of waiting for this to be done and wants it done as soon as possible.
389513	18	mar.	Mrs bob is unhappy that her phone line is not working and thinks she should be compensated for every day that it does not work.
389514	18	mar.	Cust sais this phone number should have been disconnected many months ago
389518	18	mar.	Kate from warren entsch mp office called on behalf of customer to advise that a pit outside her property at hill st has had a barrier around it for 18 months. The customer has dungue fever and is concerned that the pit may contain water and be breding dengue mosquitos. Customer needs the pit sealed as a matter of urgency
389519	18	mar.	Cable mr bob5 called astronet to question his excessive usage charges. Statedthat he was advised to go on the plan at that time, which he did and then was presented with a massive bill. He was given a complaint number - tran id 993 dated 07.03.03 at 18:11(this info was given by astronet staff member) when he called astronet to find out about the progress of his complaint, he was told that they could not find any reference to his information. Mr bob5 needs to know what happen to his complaint and the promised call.
389520	18	mar.	Mr bobke needs an official complaint entered in regards to the above service. He has advised that this service has been out for 7 days and believes this is appauling and that the customer mrs bob who is 82 years of age had had to wait so long to have her service restored.
389521	18	mar.	Received details from customer at mrg - customer has received a final recovery notice from ASTROCOMM for $90.90 acct # /. She has valled ASTROCOMM numerous times and no one has been able to identify her problem. She has been a single bill customer for 4 years and in nov 2002 added more mobile services to her account at m/shop dubbo. Since that time she has been receiving amounts for 4 different account numbers. She wants an explanation of how and why these amounts are landing on her account and keep popping up. Mrs bobny didnt realise she would have all these account numbers. Please research the history of each account from details which she is prepared to fax through and establish her correct owed amount. Please do not transfer customer, pls try to deal with issue within this team as not to add futher confusion.
389522	18	mar.	Cust not happy at all with out commitment time for his business lines. Earlier ctg is 22/03. Cust has other two lines with nwnet - and 
389523	18	mar.	Customer requesting upgrade of access to incoming call info. He had a situation where he received a call from his 9 year old asking to be picked up but child didnt advise where he was calling from. When david arraived at school which is where he thought he would be he wasnt there. Customer had to contact police department to find out where his incoming call came from so that he could find his son.
389524	18	mar.	Sale of debt acct custs mum (glenys petrie) contacted ASTROSERVE, as had received sale of debt notice from receivables. She is upset as states no notice of o/s balance prior to sale. She claims to have spoken to ASTROCOMM credit back in 98 re an o/s balance as there was some confusion as to multiple acct numbers (see acct ) she states she was advised that the matter wld be looked into and she wld be contacted if there were any issues. Glenys advised she assumed the matter resolved as had no further contact re the o/s balance.
389526	18	mar.	Customer could not committ to any ptp - thought that ASTROCOMM was unfair wanted to p/p 50 next week then could not advsie what she could pay -
389527	18	mar.	On advice of letter of confirmation from the priority customer group that if he had any problems to contact 990, he did so ( regarding an ongoing fault) using his mobile. They transfered him to the priority customer team. On receipt of his call he enquired as to wether it was a chargable call to his mobile. I advised if transferred from 990, yes, if he had rung 993 directly on a ASTROCOMM mobile it would have been a free call. He advised of his dissatisfaction with this and advised he would not be paying for the call as he had contacted the number he had been advised to and had to wait for 26 minutes before reaching me in priority. H e furhter advised in regard to his fault that a card had been left and it states for further imfo? Contact free calll 1800. But the service rep had not filled in the free call number thus giving him a choice. Mr bob wishes to advise he is a barrister and will follow this up to his satisfaction including exercising his choice to change to aaphone should it be required to make his point. A rebate of this call charge is requested to rectify the situation.
389531	18	mar.	Mr bobling is unhappy about a reoccuring fault on his service. Mr bob needs to be reimbursed for making outgoing calls from a mobile.
389534	18	mar.	Customer advised is not happy with the servcie received during fault on the line. Customer advised reporting fault 16/03/2003 and was advised the servcie would be restored on 17/03/2003 between 700 - 1200 customer advised line was not restored on that day and is still not restored. First report in volume hold queue being investigated by related faults which was closed off 18/03/2003. Customer called back to advised line still not working reported fault again advised commitment 20/03/2003 customer advised not happy with having to wait another 2 days for service to be restored. Pleae contact customer and resolve complaint.
389536	18	mar.	Customer wishes to have anq removed as ever since he has had the unit they have had nothing trouble with it.
389538	18	mar.	TIA level 103/993-1 correspondence recieved on behalf of mr ian mcmillan.mr bobllan states in his letter that they ported account numbers and from look mobile to ASTROCOMM. Prior to porting they were advised that a service cancellation fee of $150.0 per service would apply. This relates to 19 services a total of $2850.00. Thyseen entered into an arrangement with ASTROCOMM and were advised that the purpsed for entering into 12 month arrangement was to obtain a business rate. No hadnsets were offered to thier company as part of the offer.in reality, thier costs have increased and after thorough analysis they are far worse than before.thyssen elevators does not accept the $150.00 cancellation fee as fair and reasonable. ASTROCOMM did not offer discounted hset in relation to this agreement. ASTROCOMM have not offered competitive rates as promised. They have not entered into a contract with ASTROCOMM and have merely been offered an inferior plan for 12 months. ASTROCOMM hasv breached thier agreement.mr bobllan is also advising that mr bob has the authority to act on his behalf.
389540	18	mar.	Could you please assist in the following investigation by providing a fault history report for the following service number: name: mr bobto no: ref: 03/990all faults reported: 23/12/02 to 01/01/2003 (s993909)regards surname42 customer relations manager optitel telecommunications
389541	18	mar.	Excess useage which wasnt used by them. Service is usally only used for business. Only 2 people, les and his son who has acess to internet. They do leave the internet turned on and unattended. They do have virus software. Cust has been talking to teck support who changed their password, which has stop their usage chrissy coffee 
389544	18	mar.	Customer called da and requested the number for the malvern, a hotel on malvern road. Customer upset as he heard you stupid pom from the agent. Customer requires a call back regarding his experience.
389547	18	mar.	Cato request: i refer to a claim which requires a cato number - please refer to detailsbelow and lodge the claim accordingly if it is not already lodged. Muchappreciated.details are as follows:i only require a cato number at this stageclaimant: jean date of accident: 21/02/1997circumstances: trip and fall on raised ASTROCOMM lid.location: 3-5 paisley street, south bunbury wa 6230would very much appreciate a cato number for this claim at your earliestconvenience. Kind regards,nicola surname49 claims assistant 9998xxxxxx tbob@ com.aujardine lloyd surname49 - claims management services
389548	18	mar.	TIA level 2 complaint received. 03/999-1mr bob consen has claimed that: - on 17 oct their blue phone was removed. - after contacting his sp newtel, he received an invoice for $1,263.60 - he signed a contract with ASTROCOMM to insure the blue phone - he asked ASTROCOMM for a copy of this contract and ASTROCOMM was unable to locate it - ASTROCOMM provided him with an unsigned agreement  ASTROCOMM payphone services terms of equipment rental agreement indicating version 08-2002 - on 28 feb 2003 they discovered that they were unable to make std calls. - new tel has blamed ASTROCOMM for disconnecting the std accessd siwekcru0999482
389550	18	mar.	Morrie is handling the accounts for stratos communications. Back in August 2002 morrie asked for astronet satellite account to be closed, member id# 9908, along with many other requests. Morrie was dealing with dora fotopoulos, account manager from ASTROCOMM. The satellite account was not closed and morrie was not advised by dora that he needed to get the account holder on the satellite account to call and cancel. Stratos communications account has been taken over by robyn muir who is now the account manager. Robyn has copies of the emails between morrie and dora with his requests. Morrie is disputing the satellite charges on the fleximax account, he is stating that they shouldnt be paying for the satellite account since August 2002 when he originally requested it to be cancelled. The satellite service has been used up until the 7th of March when i have now cancelled it after speaking with michael, the satellite account holder. Morrie is aware the account has been used but he is advising that if we had done our job originally and cancelled the service then it wouldnt have been used. Three satellite charges of $240 each have already been adjusted but morrie is requesting the 3 charges on the new bill of $240 each to be adjusted aswell. Morrie is not happy at all that this has dragged on for so long. His contact number is 0439989923.
389551	18	mar.	Lisa oconnor rang to complain about the poor quality on cd that she had recieved fro conferlink.
389554	18	mar.	Re acct my son pay the bill of $95.20 plus $100 first time this bill belongs to ms boby florence plant, she live now 45 stirling dr. We sold house to her. I send you a copy that we no longer use from 14/12/02. We demand you send us all money back soon as possibly or we take the matter to arbiter
389558	18	mar.	Fabob@astronet.comcust claims that since June 02 - dec 02 she has been charged for 2 astronet services. Cust needs these additional charges refunded to her.
389560	18	mar.	Call centre:mr bobg reported fault and technician came and found out that the inplace line was existing outside the house. Somehow, tech advised customer to call local phone line electrician to reconnect to the house. Mr bobg rang to disconnect his telephone line service. He now received the first bill and got charged for connection. Refused to pay. Please investigate
389562	19	mar.	Letter received from mr bob unhappy with mobile telephone handset and subsequent need to continue contract after entering new contract.
389564	19	mar.	Call centre:customer disputed telephone handset rental charged. Requested ASTROCOMM to rebate for last eight years. Please investigate.
389566	19	mar.	As per corro recd; customer disputing call charges to 1900s on bill q99653-0
389567	19	mar.	As per letter. Customer advieses that he called faults 993 and requested an appointment for either a Wednesday or Saturday. Customer advises a serviceman xalled him requesting access on a Tuesday. Customer not happy. Refer cato 9960 also
389570	19	mar.	Cust has returned overdue notice dated 9mar03 with a note this bill is in error. Have contacted you twice - 29jan03 and 23feb03 and wrote in detail on 29jan03 explaining that your dept had issued two account nbr and cause the error. On 23feb03 error was acknowledged and advised credit note would be issued on our current account 000.
389572	19	mar.	As per corro recd; customer complaining that he was overseas and there were calls billed between 04/12/02 and 07/12/02 that are not his and says that nobody had access to his phone
389575	19	mar.	As per letter. Customer has experienced trouble orgainising a single bill when a move took place. Customer is still having problems. 
389578	19	mar.	Call centre:customer had a fault on cnd phone and returned to mobile shop on Monday but in start there is not record and needs a credit on phone.
389579	19	mar.	Rcvd corro dated 99003. Mr bob states, he feels really angry i cant damn well even speak to anybody when i ring through to your customer service enquiries number. Etc.
389582	19	mar.	Re acct cust has received an overdue acct for $110 but she was told when calling that she didnt have to pay the full amount as she would get a credit.
389583	19	mar.	As per letter. Customer advsies is unhappy with the information he received for csr in relation to possible idsn connection (99479). Customer advises that he was not presented with all the facts and then ramg ASTROCOMM to sort out the problem. Customer advises that he was given the run around. Also customer has issue with customer service in relation to astronet. 
389587	19	mar.	Recd corro dated 07/03/03; mr bobs concerned that no longer any listing for 1194 & 1196time & general weather. Found in old directory under info services(1900) more expensive.customer wishes to know if was accidental oversight that these numbers wer omitted from directories.
389588	19	mar.	As per letter. Customer advises that she has been discriminated against by ASTROCOMM for choosing to stay at home to raise her new baby. Customer has only recently moved from canberra. Customer advises that she rang ASTROCOMM and was asked several questions from a rude male operator which resulted in the offer of a service restricted to local calls only. Customer has made it quite clear that she does not want anything to do with ASTROCOMM
389589	19	mar.	Letter received from mr bob disputing connection charges for new address.
389590	19	mar.	Customer requested western union. Agent was short and loud. Asking what book customer replied. I don;t understand what you mean what book it is a national number agent replied i use phone books sir and i need to know which book to look in.customer insists agent spoke over him and didnt helo him at all.
389593	19	mar.	Cable accnt-9931. Email: mmilbob@astronet.net powerpack is damaged and cust prefers to get a new modem rather buy a new powerpack. Hes not happy with the choices of either purchasing the modem outright and or going on a new contract. He wants to avail of the $100 discount for new customers but i explained that he would have to apply for a new account to receive the $100 discount and thus will get a new email address which he doesnt want to happen. Cust feels that as an existing customer, he is disadvantaged by this promotion and thinks that it is illegal. He says he is a disatisfied customer and is planning to report this to the TIA. Activ8 explained the custs options, ie, cust can purchase a new modem outright, go on a new contract & get a modem or cancel his existing acct and apply for a new acct to get the $100 discount but he will get a new email address. Customer wants to go on a new contract on his existing acct but get the $100 discount off the fee. Cust wants this looked into further.
389596	19	mar.	Alt cp = cust rng to dispute s&e charges from date of connection on serv number. And also diversion to mobile charges on same number. Cust states serv was faulty from time of connection and wasnever fully functional. Cust also states he was advised diversion to mobile would be free. Cust also disputes $57.90 internet and data service charge on acct on acct dated 18/12/02 and $5.50 internet charge on acct dated 993. Cust has tdy paid $517.35 via pbp rect as at least$360 is in dispute.
389598	19	mar.	DSL accnt-9991. Email: ddabob@astronet.net applied on 04/03/03. Cust claims that sales advised they would have the self install kit by 5 working days after the application was put through. Cust says with this advice, he opted to apply for DSL. On 14/03 cust called to enquire how application was going. Activ8 advised cust still processing application. Cust was not happy that this was not done. Cust demanded activ8 send out the kit on 14/03. Activ8 explained to cust the process when processing self install application. Cust was not happy to wait. Activ8 explained that custs request could not be adhered to & would follow it up on 17/03. On 17/03 cust became very angry & wanted the application processed manually & decided to pick up kit via their own courier at their own cost. The account was created manually & the codes were jumpered at the exchange. However, the custs courier went to the warehouse to pick up the kit but waited for about 5mins & had to leave because they could not wait any longer. The cust called on 17/03 about 3.30pm very abusive & angry screaming becuase the courier did not get the kit. Cust demanded the kit be sent via express post & be at the custs premises by 9am on 18/03. Activ8 explained to cust that the lateness of the day could not permitt us to be able to do anything until the next morning. Cust still not happy. Activ8 looked into situation on the afternoon of 17/03 but had no luck. On the 18/03, activ8 called the warehouse to see what happened. The warehouse indicated they were busy at the time the courier arrived, but had the courier waited, they could have attended to him. Hence, activ8 organised for the cust to pick up kit again on 18/03. After much discussion with the cust, it was too late for cust to organise for a courier. The cust then demanded either he would pick up the kit & charge ASTROCOMM for his time or activ8 get him an afternoon appointment for a professional install & the cust will pay the difference in cost.pto
389601	19	mar.	The complaint regards the deactivating of a diversion which was activated for service assurance. The customer is waiting the delivery of an interim service but in the process of activating the interim, the diversion has been stopped without the customers knowledge. The complainant is missing calls unknowingly until interim arrives. A general complaint arises due to fault restoration time (reported 10/03/2003, no service as of 19/03/2003)
389605	19	mar.	Mrs bobitsos advised that everytime it rains in her area there is a problem with her telephone service. Advised that firstly the there is a loud static crackling on the line then it goes into nwnet , last time this happened which was approx 2 days ago mrs bobitsos advised that she tried to get through to the faults area but after waiting on hold for over 5 mins gave up. Mrs bobitsos advised that after the rain stops a dial tone re-appears about 2 hours later. Mrs bobitsos advised that this really isnt good enough and needs this investigated into further.
389607	19	mar.	Customers service was out for 3 days affecting their business. Faxline. This also occurred recently on their phone line which again was very inconvenient for their business. Customer expressed dissatisfaction with time frame for retification & needs communication & feedback. Terry requested some form of compensation for loss of business & time.
389610	19	mar.	Cust called ASTROSERVE regarding request for f/track on fault repair reported today, appmnt for tomorrow as claims that she will not be home any day for the next week, except for today.supervisor ASTROSERVE 1809xxxxxx
389611	19	mar.	Mr bobman has advised that he needs his ant 1 removed, as when there are storms his service does not work, and he is very worried without his phone.
389612	19	mar.	Mrs bobden reported no dial tone on both her fax line and phone line. Her line is testing faulty and a commitment has been made for close of business 20/03/2003. Cust advised this time is not suitable as she is expecting an imporant fax today and needs her phone lines fixed now. There is no life threatening medical condition and the situation is not dangerous so i have advised her that ASTROCOMM could not fast track her fault as advised by the help desk. I have activated a diversion from her phone line to the mobile, but that still doesnt solve the fax issue. I suggested that she takes her fax/ph to an alternative number so they can call there, but she said that it was too much of an inconvenience and she would have to drive a couple of kms down the rd to do that. She was prompted to put in a formal complaint as she had been requesting compensation off her next phone bill. She is expecting a phone call from ASTROCOMM and said that it is rediculous that she has to wait so long for her phone line to be restored and that she has to wait for a minimum of 48hours for the complaints area to respond. She threatened to go to the radio stations to report this incident.pls phone her on or the service number which has been diverted.
389614	19	mar.	Customer had crossed lines for the period 24/9/02 to 4/02/03. Customer has been charged for calls that her neighbour has made- cust advised was on holiday for 3 weeks and was charged calls in that time. Cust has a copy of the bill.
389618	19	mar.	Spoke to ms bob.she went to aaphone 07/11. She had a cnd with ASTROCOMM but returned this to a m/shop on 17/01/03. However she is stil being charged for the cnd phone on her new carrier acct. Shows as optitel product $5.45. She wants the cnd phone removed from her new acct. She has her own cnd phone so still requires cnd display product. She was told to ring ASTROCOMM to get product taken off.
389620	19	mar.	Customer requests official complaint in regards to from the about the 20th February to the 11th March customers line was unable to use due to constant crossed line and voices etc, also problem back at christmas. Customer not happy in the time it has taken to rectify the fault. Should be compensated.
389623	19	mar.	Follow sent from nbc as follows david not happy with $310.00cr, believes should be more. Have run thru backdater & come up with same figure. Advised david of this & have applied $40 service guarentee. David still unhappy about the way this has been handled since the start and wants referred to mrg. Previous notes include cust should be on staff 5 plan with mro $589 for 24 months for nokia 8310 on the 17/12 can you please adjust and back date calls as from the 17/12,
389625	19	mar.	TIA level 1 complaintcust called ASTROSERVE claiming that she only made three calls to 1902 number.cust is disputing the other fortysix.please investigate.
389627	19	mar.	Peter who lives in premises, advised that doesnt wish to be charged for the call from his phone number to his mobile phone from the lines person who attended the premises on the morning of 19/03/2003. Lines didnt have access but must have used the line some how from the pit. Peter advised that he had the home number programmed in his mobile & has showed up when lines person called
389628	19	mar.	Customer has anq system, has been out of service since 14/3/03.customer had ASTROCOMM visited 18/3/03.2:30pm, replaced analogue box, customer called back in 19/3/03.,service is now not working at all. Customer has to wait until 22/3/03 for an appt, customer not happy, needs internet connection, daughter is at uni.customer not happy that technician that visited the first time was unable to recitfy the problem then and there.
389630	19	mar.	Cust is claiming to of cancelled entry before book close & is now refusing to pay for charges please contact cust ti resolve & invesTIAgte
389632	19	mar.	Cust signed an mro for 0439xxxxxx but the mro was placed onto 0409xxxxxx in error. Cust wanting this fixed as he is worried the tax department will check up on it and he will get into trouble.
389634	19	mar.	Cust wishes to remove charges for website address from acc as it was inncorectly printed please arrange refund
